subclass,contents
코로나19,<br>코로나19<br>코로나19는 왜이럴까<br>나를 집에가두고<br>코로나19는 왜이럴까<br>공부를 못하게 하고<br>코로나19는 왜이럴까<br>마스크를 쓰게하고<br>코로나19는 왜이럴까<br>사람들을 괴롭히고<br>코로나19는 왜이럴까<br>모두를 불안하게하고<br>코로나19는 왜이럴까<br>모임을 취소시키고<br>코로나19는 왜이럴까<br>행사를 못가게하고<br>환경아 미안해 내가 괴롭혀서
가을,<br>(가을아! 넌<br>누구니?)<br>가을아 넌 누구니?<br>난 쌀쌀한 바람으로 춥게만들지<br>가을아 넌누구니?<br>난 단풍잎으로 사람들을행복하게하지<br>가을아 넌누구니?<br>난 날씨를 춥게와덥게를 반복하지<br>내가 누굴까?<br>아하! 가을
겨울,<br><겨울아 가 지 마><br>겨울이왔다춥고추운겨울이왔다.<br>신난아이들은썰매장을가썰매를타고<br>또어떤아이들은붕어빵을먹는다.<br>그리고추우면 이불에들어가낮잠을잔다.<br>할 거 많은 겨울이안갔으면좋겠다.
물놀이,<br>물놀이<br>물놀이 물놀이<br>누구든지해도 재밌는물놀이<br>너도 나도 같이하자<br>너도 나도 같이 하면<br>재밌을거야
비,<br>제목 비<br>쏴~쏴~<br>무슨  소리일까?<br>아! 비소리구나!<br>달팽이가 나왔네!<br>안녕!<br>지렁이가 나왔네!<br>안녕!<br>다음에 비오면<br>또 놀러와!!
꽃,"<br>흩날리는 꽃이<br>차디찬 바닥 위로 살포시 ...<br>갖은 고난을 겪으며 떨어진<br>꽃에게<br>남는 것이 그저<br>노여움뿐만은 아닐 것이다<br>설레는 마음으로 사랑을 시작하는,<br>작은 소녀의 마음이었고<br>고된 바람에도 사랑을 약속하는,<br>미성숙한 바위였으며<br>떨어지는 와중에도 행복을 노래하는,<br>슬픈 종달새<br>...<br>꽃은 그렇게<br>차디찬 바닥 위로 살포시 떨어졌지만<br>남는 것이 그저<br>허망함뿐만은 아닐 것이다<br>그리하여 꽃은<br>또다시 새로운 봉오리를 움트는 것 일까"
기억,<br>잔잔한  바다에 누워 하늘을 본다.<br>하늘 위  너는  찬란히  빛나고<br>그것이 몹시도  탐이나<br>힘껏 뻗은 내 손은 허공만 휘저어<br>허탈함에 눈을 감고 천천히 유영하다보면<br>바다가 나를<br>바다가 나를<br>그  미역줄기 같은 손으로<br>나를 잡아끌어 당기면<br>바라보던 너도 푸른 천에 가려 보이지 않고<br>바다가 데려가는대로 하염없이 끌려가다<br>아무것도 보이지 않는 심해에 들어가서<br>아무것도 들리지 않는 내 방에 들어가서<br>보고싶지 않아<br>듣고 싶지 않아<br>귀를 막고 눈을 감으면<br>세상엔 비루먹을 나만 남아 고개 숙이게 된다<br>눈을 감고 귀를 막아<br>멀리서 들려오는 파도소리를 들어<br>내 시야를 막은 푸른 천을 생각해<br>캄캄하고 아무것도 없는 내 방에 틀어박혀<br>어둡고 차가운 심해에서 고개를 들어<br>나를 가로막는 천을 걷어버리자<br>하늘을 보자<br>하늘을 보자<br>그 푸른 하늘을 원 없이 바라보자<br>너를 보자<br>찬란히 빛나던 너를 보자<br>닿지 않으면 바라보기라도 하자<br>숨을 어떻게 쉬는지도 잊은채<br>하염없이 헤엄쳐 올라간다.<br>구름이 비를 내리고<br>바람이 꽃씨를 나르고<br>물고기가 떼지어 다니고<br>철새가 이동할 동안<br>나는 겨우 헤엄쳐서 다시 밖으로 나온다.<br>이제 밤이 찾아와 너는 떠나가고<br>바다에 울렁이는 물비늘만  반짝거려<br>내게 바다는 이렇게 어두운데<br>밖에서는 참으로 아름답고 아름다워<br>흐르는 눈물 어찌할 방도를 모르네<br>너는 내일도 오고 모레도 오겠지<br>나는 내일도 너를 보고 모레도 보겠지<br>그럼에도 내가  흐르는 물방울 막지 못한 것은<br>내일도 모레도 바다에 빠질 것을 알기 때문이야<br>그 캄캄한 방에 스스로 틀어박혀<br>하염없이 울 것을 알기 때문이야<br>너는 천천히 지나가고<br>나는 고개를 내려 내 손을 바라본다.<br>미역줄기 같은 못난 손을 바라본다.<br>볼을 타고 진주가 하염없이 떨어지고<br>푸른 머리칼은 달빛에 반짝여<br>우는 모습마저 아리따워 사랑스러운<br>그런 바다인간을 인어라고 부르네<br>흉측한 비늘은 바다속에 감추니<br>지나가는 뱃사람도 그를 향해 노래한다.<br>내 슬픔은 아무도 모른채<br>겉으로 보면 어찌나 찬란한지<br>나는 오늘도 내 우울을 바다 깊숙이 잠겨보낸다.<br>인어는 스스로 다리를 만들 줄 몰라<br>해를 잡으러 갈 수 없어<br>바다마녀를 발견할 때까지 하염없이 울었다.
변화,"<br>나는 태어났다. 하늘을 보고, 땅을 밟으며,  바람을 맞으며 살아간다.<br>과정에서 나무를 배우고, 물을 배우고, 인간을 배운다.<br>늙은이들의 지식은 허물어졌다. 고리타분한 뇌를 영원히 품고가며 새로운 이들은 이해를 하지 못한다.<br>그렇게 낡은것은 서서히 잊혀지고, 심연속으로 가라앉는다.<br>그렇게 바뀌어간다. 계속 돌고 돈다. 변화의 영원함은 계속된다.<br>또 다시 태어난다. 그리고 세상은 빠르게 바뀐다."
"밤하늘, 별","<br>밤하늘에 수놓아진듯 한 별들을 보고있었다. 밤하늘을 오래도록 바라볼수록 하나,둘씩 더 발견되는 별들에 기뻐한다. 별똥별로 떨어지는 별들에 서운해한다. 별의 감정이 그대로 쏟아져오는 밤에 밤하늘을 이불 삼아, 땅을 잠자리 삼아 고요할 뿐인 밤하늘을 보낼 위안을 얻는다."
나무,<br>네가 찾는것은 구도가 아니다<br>외로움의 근원<br>수많은 뿌리들의 물음은<br>나뭇잎으로 자란난다<br>겨우내  참았던  기다림<br>봄의  향기에  꽃으로 피어난다<br>네게로 가는 길은<br>끊임없는  인내와 기도의 길<br>가서 내게 닿을 수만 있다면<br>오천년의  시간도<br>무한의 높이도  기쁨으로  참아내리라
나,<br>나<br>작은눈에 오똑한코.<br>나는 누구게?<br>작은 입술에 단발머리.<br>나는 누구게?<br>길 쭉길쭉한 키에 통통한 몸매.<br>나는 누구게?<br>나야나!<br>바로 나!
시험,"<br>딩동댕<br>안내방송이 울리며<br>시험감독관이 들어온다.<br>모두 z지z지z직 소리를 내며<br>책을 넣고<br>가방 문을 닫는다.<br>펄럭펄럭 거리며<br>감독관이<br>시험지를 배부한다.<br>곧 스륵스륵 소리와 함께<br>하나 둘 시험지를 넘긴다.<br>긴장되는 대기 시간<br>아무 소리도 나지않고<br>정적만 흐른다.<br>내 심장이 너무 두근대서<br>옆사람에게 들리지 않을까,<br>감독관과 눈이 마주치자<br>내 심장소리 때문인가<br>괜히 찔린다.<br>또 한번의 딩동댕<br>시험이 시작되었다.<br>누가 먼저랄 것도 없이<br>다들 시험지를 뒤집는다.<br>ㅌ투두두두탁 탁탁<br>글자 빨리쓰기 대회라도 하듯,<br>불이나게 연필을 부딛힌다.<br>팍<br>부웅<br>탁<br>옆사람의 부러진 연필심이<br>내게 날아와 구른다.<br>옆사람은<br>그걸 모르는지<br>열심히 문제만 푼다.<br>다시 정신 집중을 하고<br>나도 문제를 풀어나가기 시작한다.<br>긁적긁적<br>맞다<br>이건 내소리다.<br>모르는 문제를 보며<br>괜히<br>백지가 된 내 머리만<br>긁적이는 소리<br>끙끙거리다가<br>결국은 문제를 다 풀었다.<br>감독관의 눈치를 보며<br>엎드려서 실실실실 웃는다.<br>문제를 다 풀고나니<br>긴장이 풀렸는지<br>하아~음<br>하품을 한다.<br>모두 문제를 다풀었는지<br>몰래몰래 눈치만 본다.<br>숨막히는 이 시간,<br>눈을 반쯤뜨고<br>멍을 때려준다.<br>딩동댕~<br>모두가 기다리던 소리!<br>목이 빠질번 했다<br>왜이렇게 늦게 울렸니!<br>시험지를 후다닥 내고,<br>다들 룰루랄라거리며<br>교실을 탈출한다."
순간,<br>7호선 신풍역에서 차가 멈췄다 한다<br>걷고 걸어서 천왕역 근방이다<br>두리번 거리다 앗!  퍽<br>한 눈판 대가가 너무 크다<br>순간 창피보다 아퍼서  못 일어나겠다<br>모르는 사람들이 몰려와 부축해 일으킨다<br>착한 사람들 !<br>고맙다는 인사를 바람처럼하고 자리를 떳다<br>구정을 앞두고 이게 무슨 일이람<br>할 일도 많은데<br>양력 1월1일 70줄에 들어 섰으니<br>황금빛 꽃길을 걷듯 우하하게  가야겠다는 다짐이 무색하다<br>평온한 일상이 얼마나 행복인가를<br>다시금 새긴다<br>2020. 1. 22
꿈,"<br>내 꿈은 무엇일까?<br>의사?<br>아니야, 의사는 공부를 잘해야한데<br>그럼 내 꿈은 무엇일까?<br>미용사?<br>아니야, 미용사는 뭔가 하기 싫어졌어.<br>그럼. 내 꿈은 무엇일까?<br>내가 돌잔치 때 판사봉을  들었다던데<br>판사나 할까?<br>아니야, 판사도 공부를 잘해야되고,<br>많은 사람들을 만나야하잔아.<br>그럼, 내꿈은 무엇 일까?<br>요리사?<br>아니야, 요리사가되면 맛있는 음식을 많이먹을순있어서 좋겠지만.<br>살을 빼기도 힘들고 하지말자.<br>그럼 내꿈은 무엇일까?<br>피겨 스케이팅이나 할까?<br>아니야, 피겨스케이팅을<br>하려면 살도빼야되고하지말자.<br>내꿈은 정말 무엇일까?<br>다시 생각해보니,<br>그런건 고3때 정해도돼.<br>이렇게 생각하니까 마음 홀가분해!"
엄마,"<br>아침에 해가 뜨면,<br>살며시 따뜻한 손길로 등을 쓰다듬으며,<br>귓가에  ""일어나 밥 먹어야지"" 하는<br>엄마가 있어, 너희는 참 좋겠다.<br>학교 갈 때 도시락 싸주며,<br>짧은 쪽지편지에 ,<br>""엄마가 싸준 반찬 맛나게 먹어라"" 하는<br>엄마가 있어, 너희는 참 좋겠다.<br>친구들과 싸운 후,<br>울며 집으로 돌아 오면,<br>"" 우리 아들 누가 때렸어, 엄마가 혼내주께 "" 하며<br>온전히 니편이 되어주는,<br>엄마가 있어, 너희는 참 좋겠다.<br>어떤 상황, 어떤 일에도,<br>온전히 너희들이, 우선 순위 1위가 되어 버리는,<br>그런 엄마가 있어, 너희는 참 좋겠다.<br>하지만, 비록 그런 엄마가 없을지라도,<br>내가 원하는 엄마의 역활을,<br>할 수 있도록 해 주는 내 아들,<br>다음 생에도, 내 엄마가 되어 달라던 내 아들,<br>늘 존경한다며, 사랑한다고 말해주는 내 아들,<br>그런 아들이 있어, 행복하지만,<br>나도 ""엄마"" 하고 불러 보고 싶다."
말,<br>가슴이 하는 말.<br>햇살이 눈부셔 찡그려도.<br>사랑스럽다고  말해주고.<br>매운 떡볶이를  맛있게 먹으며<br>입가에 붉은 고추장이 묻어도<br>귀여워 보인다는 말.<br>화장을 하지 않은<br>맨 얼굴이 더욱 빛이 나고<br>고와 보인다는 말.<br>고급  레스토랑이 아닌<br>허름한   음식점에서<br>청국장을 맛있게  먹어주어<br>정말 안아   주고프단  말.<br>머리로 계산되어진 말이 아닌<br>눈으로 보고  느끼는  마음에서<br>우러 나오는  가슴이 하는 말.<br>사람들이 누구에게나 어디서든<br>듣고 싶어 하는 진실한 말들.<br>처음 처럼  생을 다 하는 날까지.<br>가슴이  하는 진실만 말사고<br>듣기를 바라는  당신의  사람을<br>지금 한 번 돌아봐 줴요..<br>해서.<br>그림을 그립니다.<br>검은 물로 하얀 종이 위에<br>한 줄그으니  '일'이요.<br>내려 그으니 기둥이라.<br>바로 그리는데<br>긋다 보면 삐뚤어진다.<br>마음이 바로 서지 않은 탓이다.<br>잠시 흐트렘을 가다듬고<br>다시 그었으나  역시 바르지 못하다.<br>좋아 하는 노래가 머리 속을 헤집는다.<br>글씨는 간 곳 없고  무수한 점만 가득하다.<br>나의 생각과는 반대로 붓은 제 갈 길로<br>바삐 가버닌다.<br>(마음 처럼  되지 않는  해서를 처음 쓰던날)<br>버리고 비우기.<br>어느 날 문득.<br>분리수거를  하다가  버리지 말아야  할것을  발견하고는  나의 삶에서  버릴것과 간직할 것을<br>제대로 구분하면서  지냈는지가   궁금해졌다.<br>생각해 보면  정작 버릴것은  웅켜 쥐고<br>간직해야  할  것을 쉽게 버리진  않았는지.<br>욕심. 시기와 질투. 오안과 편견.<br>우리의 야 손에  움켜쥔 많은것들.<br>왜 그리  내려 놓기 보다는 쥐려고만 했는지.<br>많은 생각이 오고 간다.<br>내게 꼭 필요하고 소중한것을  간직 했는지.<br>아님. 않은  욕심만  잔뜩 움켜 쥐었는지.<br>지난  삶의  시간을 되돌아 보고<br>오늘 두 손을  크게 활짝  펼쳐 비우고.<br>두 손과  양 어깨에   짊어진 많은  것을<br>히나씩  내려 놓고 가볍게  날아 보자.<br>양 손에 따뜻한  마음만 올려 놓고.<br>천생연분.<br>말을 안해도  대화가 되고<br>작은 몸짓 하나에도<br>기쁨과 슬픔을<br>함께 나눌 수 있는 사람.<br>바로 그대 랍니다..<br>천생연분 그대.<br>처음 부터 지금까지<br>세상 다하는 날까지<br>늘 같은 마음 으로<br>꿈속 에서도  함께 할 사람.<br>바로 그대 랍니다.
떡볶이,"<br>떡볶이<br>볼때마다 침이<br>주르륵,<br>맛있는 떡볶이<br>따끔따끔,<br>코가 맵고<br>매콤매콤,<br>입이 맵다<br>하지만 먹고 싶은<br>새빨간 떡볶이"
가족,"<br>가족이란 무엇일까?<br>좋은 사람?<br>따듯한 사람?<br>아니다 가족은,<br>슬퍼할때 같이 슬퍼해주고<br>행복할때 같이 행복해주는<br>자신같은 사람이다."
갈 길,<br>나의  걸음<br>남보다 조금 뒤 쳐져도<br>속도가느리더라도<br>난 내 갈길을 간다.<br>속도가 비슷한 친구를 만나면<br>도란도란 이야기나누며 쉬어가고<br>힘이 들면 나무밑 그늘에 앉아<br>낮잠을 잔다.<br>남이 뭐라해도 난 신경쓰지<br>않는다.<br>난 내  갈길을 갈뿐.
봄,<br>문득 가던 걸음을 멈추었다.<br>나무의 여린 끝이 어느새 파랗게 물들었다.  봉숭아 물들인 손끝처럼.......<br>아! 봄이 오는구나.<br>하늘을 보았다.  바람의 날카로운 끝은 희미하고 부드러운 손길이 볼을 어루만진다.<br>두근거린다.<br>모든 것이 지나고 새날을 맞는 마음이 새롭다.
봄,<br>5월 4일 토요일<br>제목: 봄<br>봄은 요술쟁이<br>봄이 천천히 다가오고 있다.<br>푱푱푱 개나리<br>팡팡팡 진달래<br>봄이 조용한 소리를 내며 다가오고 있다.<br>휘이잉~ 휘이잉~<br>따 뜻한 바람이 나의 얼굴을 감싼다.<br>저기에 아이들이  놀고있다.<br>봄은 자석처럼 아이들을 집밖으로 끌어낸다.<br>봄이 모두를 웃게 만든다.<br>겨울이 물러가서 하하호호<br>봄이 돌아와서 하하호호<br>봄은 요술쟁이
코로나,"<br>글감 – 자유글감<br>작성년도 – 2020년<br>글 종류 – 시(동시)<br>제목 - 코로나<br>중국 중국 너희 때문에 우리가 얼마나 위험해졌는데...<br>코로나 코로나 너 때문에 우리가 학교도 못가고...<br>심각해질수록 우리에게 필요한건 바로 백신<br>없으면 안되는 존재, 우리에게 필요한건 백신이다.<br>빨리 빨리 백신을 개발해서<br>우리 모두 아프지 않던 때로 돌아가고 싶다."
